source,structure,structure_type,layer_id,layer_weight,layer_number,layer_minimum_thickness_mm,layer_load_bearing_thickness_mm,layer_tag,structure_material,layer_notes
Default_2003,TH_R_timber,roof,876,1,5,0,,exterior finish,none,roofing
Default_2003,TH_R_timber,roof,877,1,-1,0,,air barrier,paper,
Default_2003,TH_R_timber,roof,878,0.25,-2,20,,furring,wood,20x100 k 400 estimated
Default_2003,TH_R_timber,roof,879,0.75,-2,20,,ventilation space,none,
Default_2003,TH_R_timber,roof,880,1,-3,0,,interior finish,none,
Default_2003,TH_PW_timber,partition_wall,881,0.08333333333333333,0,70,70,load-bearing structure,wood,50x70 k 600 estimated
Default_2003,TH_PW_timber,partition_wall,882,0.9166666666666666,0,70,70,soundproofing,mineral wool,
Default_2003,TH_PW_timber,partition_wall,883,1,1,25,,ventilation space,ventilation space,
Default_2003,TH_PW_timber,partition_wall,884,0.08333333333333333,2,70,70,load-bearing structure,wood,50x70 k 600 estimated
Default_2003,TH_PW_timber,partition_wall,885,0.9166666666666666,2,70,70,soundproofing,mineral wool,
Default_2003,TH_PW_timber,partition_wall,886,1,3,13,,construction board,plasterboard,
Default_2003,TH_PW_timber,partition_wall,887,1,4,10,,construction board,chipboard,
Default_2003,TH_PW_timber,partition_wall,888,1,5,0,,exterior finish,none,
Default_2003,TH_PW_timber,partition_wall,889,1,-1,13,,construction board,plasterboard,
Default_2003,TH_PW_timber,partition_wall,890,1,-2,10,,construction board,chipboard,
Default_2003,TH_PW_timber,partition_wall,891,1,-3,0,,interior finish,none,
Default_2003,TH_EW_timber,exterior_wall,892,0.08333333333333333,0,100,100,load-bearing structure,wood,50x100 k 600
Default_2003,TH_EW_timber,exterior_wall,893,0.9166666666666666,0,100,100,thermal insulation,mineral wool,
Default_2003,TH_EW_timber,exterior_wall,894,1,1,12,,windproofing,wood fibre board,
Default_2003,TH_EW_timber,exterior_wall,895,0.041666666666666664,2,25,,furring,wood,25x25 k 600 furring estimated
Default_2003,TH_EW_timber,exterior_wall,896,0.9583333333333334,2,25,,ventilation space,ventilation space,
Default_2003,TH_EW_timber,exterior_wall,897,1,3,20,,exterior finish,wood,20x100 boarding estimated
Default_2003,TH_EW_timber,exterior_wall,898,0.08333333333333333,-1,65,,furring,wood,50x65 k 600
Default_2003,TH_EW_timber,exterior_wall,899,0.9166666666666666,-1,65,,thermal insulation,mineral wool,
Default_2003,TH_EW_timber,exterior_wall,900,1,-2,0,,air barrier,polyethylene plastic film,
Default_2003,TH_EW_timber,exterior_wall,901,1,-3,12,,construction board,chipboard,
Default_2003,TH_EW_timber,exterior_wall,902,1,-4,0,,interior finish,none,
Default_2003,TH_BF_concrete,base_floor,903,1,0,100,,thermal insulation,expanded polystyrene,
Default_2003,TH_BF_concrete,base_floor,904,1,1,0.2,,filter,polyethylene plastic film,
Default_2003,TH_BF_concrete,base_floor,905,1,2,800,,french drain layer,gravel,
Default_2003,TH_BF_concrete,base_floor,906,1,3,0,,ground,none,
Default_2003,TH_BF_concrete,base_floor,907,1,-1,100,,load-bearing structure,reinforced concrete,
Default_2003,TH_BF_concrete,base_floor,908,1,-2,0,,interior finish,none,
Default_2003,DH_SF_timber,separating_floor,909,0.8333333333333334,0,100,,load-bearing structure,wood,50x100 k 600 planks estimated
Default_2003,DH_SF_timber,separating_floor,910,0.16666666666666663,0,100,,soundproofing,mineral wool,
Default_2003,DH_SF_timber,separating_floor,911,0.8333333333333334,1,100,,load-bearing structure,wood,50x100 k 600 planks estimated
Default_2003,DH_SF_timber,separating_floor,912,0.16666666666666663,1,100,,ventilation space,ventilation space,
Default_2003,DH_SF_timber,separating_floor,913,1,2,12,,construction board,plywood,
Default_2003,DH_SF_timber,separating_floor,914,1,3,0,,exterior finish,none,
Default_2003,DH_SF_timber,separating_floor,915,1,-1,12,,construction board,plywood,
Default_2003,DH_SF_timber,separating_floor,916,1,-2,0,,interior finish,none,
Default_2003,DH_R_timber,roof,917,0.08333333333333333,0,200,,load-bearing structure,wood,50x200 k 600 timber roof truss estimated
Default_2003,DH_R_timber,roof,918,0.9166666666666666,0,200,,thermal insulation,mineral wool,
Default_2003,DH_R_timber,roof,919,1,1,100,,windproofing,mineral wool,
Default_2003,DH_R_timber,roof,920,1,2,100,,ventilation space,ventilation space,
Default_2003,DH_R_timber,roof,921,0.08333333333333333,3,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
Default_2003,DH_R_timber,roof,922,0.9166666666666666,3,200,,ventilation space,ventilation space,
Default_2003,DH_R_timber,roof,923,0.8333333333333334,4,20,,furring,wood,20x100 k 120 estimated
Default_2003,DH_R_timber,roof,924,0.16666666666666663,4,20,,ventilation space,ventilation space,
Default_2003,DH_R_timber,roof,925,1,5,0,,exterior finish,none,roofing
Default_2003,DH_R_timber,roof,926,1,-1,0.2,,air barrier,polyethylene plastic film,
Default_2003,DH_R_timber,roof,927,0.25,-2,20,,furring,wood,20x100 k 400 estimated
Default_2003,DH_R_timber,roof,928,0.75,-2,20,,ventilation space,ventilation space,
Default_2003,DH_R_timber,roof,929,1,-3,0,,interior finish,none,
Default_2003,DH_PW_timber,partition_wall,930,0.075,0,95,95,load-bearing structure,wood,45x95 k 600
Default_2003,DH_PW_timber,partition_wall,931,0.925,0,95,95,soundproofing,mineral wool,
Default_2003,DH_PW_timber,partition_wall,932,1,1,24,,construction board,plasterboard,double construction boards
Default_2003,DH_PW_timber,partition_wall,933,1,2,0,,exterior finish,none,
Default_2003,DH_PW_timber,partition_wall,934,1,-1,24,,construction board,plasterboard,double construction boards
Default_2003,DH_PW_timber,partition_wall,935,1,-2,0,,interior finish,none,
Default_2003,DH_EW_timber,exterior_wall,936,0.08333333333333333,0,150,150,load-bearing structure,wood,50x150 k 600 estimated
Default_2003,DH_EW_timber,exterior_wall,937,0.9166666666666666,0,150,150,thermal insulation,mineral wool,
Default_2003,DH_EW_timber,exterior_wall,938,0.08333333333333333,1,50,,furring,wood,50x50 k 600 estimated
Default_2003,DH_EW_timber,exterior_wall,939,0.9166666666666666,1,50,,thermal insulation,mineral wool,
Default_2003,DH_EW_timber,exterior_wall,940,1,2,12,,windproofing,wood fibre board,
Default_2003,DH_EW_timber,exterior_wall,941,0.20833333333333334,3,19,,furring,wood,19x125 k 600 furring estimated
Default_2003,DH_EW_timber,exterior_wall,942,0.7916666666666666,3,19,,ventilation space,ventilation space,
Default_2003,DH_EW_timber,exterior_wall,943,1,4,19,,exterior finish,wood,19x100 boarding
Default_2003,DH_EW_timber,exterior_wall,944,1,-1,0.2,,air barrier,polyethylene plastic film,
Default_2003,DH_EW_timber,exterior_wall,945,1,-2,13,,construction board,chipboard,
Default_2003,DH_EW_timber,exterior_wall,946,1,-3,0,,interior finish,none,
Default_2003,DH_BF_concrete,base_floor,947,1,0,100,,thermal insulation,expanded polystyrene,
Default_2003,DH_BF_concrete,base_floor,948,1,1,0.2,,filter,polyethylene plastic film,
Default_2003,DH_BF_concrete,base_floor,949,1,2,800,,french drain layer,gravel,
Default_2003,DH_BF_concrete,base_floor,950,1,3,0,,ground,none,
Default_2003,DH_BF_concrete,base_floor,951,1,-1,50,,load-bearing structure,reinforced concrete,
Default_2003,DH_BF_concrete,base_floor,952,1,-2,0,,interior finish,none,
Default_2003,AB_SF_concrete_b,separating_floor,953,1,0,265,,load-bearing structure,hollow-core concrete,
Default_2003,AB_SF_concrete_b,separating_floor,954,1,1,0,,exterior finish,none,
Default_2003,AB_SF_concrete_b,separating_floor,955,1,-1,0,,interior finish,none,
Default_2003,AB_SF_concrete,separating_floor,956,1,0,190,,load-bearing structure,reinforced concrete,
Default_2003,AB_SF_concrete,separating_floor,957,1,1,0,,exterior finish,none,
Default_2003,AB_SF_concrete,separating_floor,958,1,-1,0,,interior finish,none,
Default_2003,AB_R_concrete_b,roof,959,1,0,200,,thermal insulation,mineral wool,
Default_2003,AB_R_concrete_b,roof,960,0.125,1,200,,roof supports,wood,75x200 k 600 estimated
Default_2003,AB_R_concrete_b,roof,961,0.875,1,200,,ventilation space,ventilation space,
Default_2003,AB_R_concrete_b,roof,962,1,2,22,,boarding,wood,
Default_2003,AB_R_concrete_b,roof,963,1,3,0,,exterior finish,none,
Default_2003,AB_R_concrete_b,roof,964,1,-1,265,,load-bearing structure,hollow-core concrete,
Default_2003,AB_R_concrete_b,roof,965,1,-2,0,,interior finish,none,
Default_2003,AB_R_concrete,roof,966,1,0,200,,thermal insulation,mineral wool,
Default_2003,AB_R_concrete,roof,967,1,1,100,,ventilation space,ventilation space,
Default_2003,AB_R_concrete,roof,968,0.125,2,200,,roof supports,wood,75x200 k 600 estimated
Default_2003,AB_R_concrete,roof,969,0.875,2,200,,ventilation space,ventilation space,
Default_2003,AB_R_concrete,roof,970,1,3,0.2,,air barrier,polyethylene plastic film,
Default_2003,AB_R_concrete,roof,971,0.25,4,22,,furring,wood,22x100 k 400 estimated
Default_2003,AB_R_concrete,roof,972,0.75,4,22,,ventilation space,ventilation space,
Default_2003,AB_R_concrete,roof,973,1,5,0,,exterior finish,none,
Default_2003,AB_R_concrete,roof,974,1,-1,190,,load-bearing structure,reinforced concrete,
Default_2003,AB_R_concrete,roof,975,1,-2,0,,interior finish,none,
Default_2003,AB_PW_concrete,partition_wall,976,1,0,70,160,load-bearing structure,reinforced concrete,
Default_2003,AB_PW_concrete,partition_wall,977,1,1,0,,exterior finish,none,
Default_2003,AB_PW_concrete,partition_wall,978,1,-1,0,,interior finish,none,
Default_2003,AB_EW_concrete,exterior_wall,979,1,0,130,,thermal insulation,mineral wool,
Default_2003,AB_EW_concrete,exterior_wall,980,1,1,60,,exterior finish,reinforced concrete,
Default_2003,AB_EW_concrete,exterior_wall,981,1,-1,70,160,load-bearing structure,reinforced concrete,
Default_2003,AB_EW_concrete,exterior_wall,982,1,-2,0,,interior finish,none,
Default_2003,AB_BF_concrete_b,base_floor,983,1,0,75,,thermal insulation,expanded polystyrene,
Default_2003,AB_BF_concrete_b,base_floor,984,1,1,0.2,,air barrier,polyethylene plastic film,
Default_2003,AB_BF_concrete_b,base_floor,985,1,2,400,,french drain layer,gravel,
Default_2003,AB_BF_concrete_b,base_floor,986,1,3,0,,ground,none,
Default_2003,AB_BF_concrete_b,base_floor,987,1,-1,120,,load-bearing structure,reinforced concrete,
Default_2003,AB_BF_concrete_b,base_floor,988,1,-2,0,,interior finish,none,
Default_2003,AB_BF_concrete,base_floor,989,1,0,50,,thermal insulation,expanded polystyrene,
Default_2003,AB_BF_concrete,base_floor,990,1,1,400,,french drain layer,gravel,
Default_2003,AB_BF_concrete,base_floor,991,1,2,0,,ground,none,
Default_2003,AB_BF_concrete,base_floor,992,1,-1,0.2,,filter,polyethylene plastic film,
Default_2003,AB_BF_concrete,base_floor,993,1,-2,70,,load-bearing structure,reinforced concrete,
Default_2003,AB_BF_concrete,base_floor,994,1,-3,0,,interior finish,none,
Default_2007,TH_R_timber,roof,995,0.08333333333333333,0,200,,load-bearing structure,wood,50x200 k 600 timber roof truss estimated
Default_2007,TH_R_timber,roof,996,0.9166666666666666,0,200,,thermal insulation,mineral wool,
Default_2007,TH_R_timber,roof,997,1,1,50,,windproofing,mineral wool,
Default_2007,TH_R_timber,roof,998,1,2,100,,ventilation space,ventilation space,
Default_2007,TH_R_timber,roof,999,0.08333333333333333,3,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
Default_2007,TH_R_timber,roof,1000,0.9166666666666666,3,200,,ventilation space,ventilation space,
Default_2007,TH_R_timber,roof,1001,1,4,20,,boarding,wood,
Default_2007,TH_R_timber,roof,1002,1,5,0,,exterior finish,none,roofing
Default_2007,TH_R_timber,roof,1003,1,-1,0,,air barrier,paper,
Default_2007,TH_R_timber,roof,1004,0.25,-2,20,,furring,wood,20x100 k 400 estimated
Default_2007,TH_R_timber,roof,1005,0.75,-2,20,,ventilation space,none,
Default_2007,TH_R_timber,roof,1006,1,-3,0,,interior finish,none,
Default_2007,TH_PW_timber,partition_wall,1007,0.08333333333333333,0,70,70,load-bearing structure,wood,50x70 k 600 estimated
Default_2007,TH_PW_timber,partition_wall,1008,0.9166666666666666,0,70,70,soundproofing,mineral wool,
Default_2007,TH_PW_timber,partition_wall,1009,1,1,25,,ventilation space,ventilation space,
Default_2007,TH_PW_timber,partition_wall,1010,0.08333333333333333,2,70,70,load-bearing structure,wood,50x70 k 600 estimated
Default_2007,TH_PW_timber,partition_wall,1011,0.9166666666666666,2,70,70,soundproofing,mineral wool,
Default_2007,TH_PW_timber,partition_wall,1012,1,3,13,,construction board,plasterboard,
Default_2007,TH_PW_timber,partition_wall,1013,1,4,10,,construction board,chipboard,
Default_2007,TH_PW_timber,partition_wall,1014,1,5,0,,exterior finish,none,
Default_2007,TH_PW_timber,partition_wall,1015,1,-1,13,,construction board,plasterboard,
Default_2007,TH_PW_timber,partition_wall,1016,1,-2,10,,construction board,chipboard,
Default_2007,TH_PW_timber,partition_wall,1017,1,-3,0,,interior finish,none,
Default_2007,TH_EW_timber,exterior_wall,1018,0.08333333333333333,0,100,100,load-bearing structure,wood,50x100 k 600
Default_2007,TH_EW_timber,exterior_wall,1019,0.9166666666666666,0,100,100,thermal insulation,mineral wool,
Default_2007,TH_EW_timber,exterior_wall,1020,1,1,12,,windproofing,wood fibre board,
Default_2007,TH_EW_timber,exterior_wall,1021,0.041666666666666664,2,25,,furring,wood,25x25 k 600 furring estimated
Default_2007,TH_EW_timber,exterior_wall,1022,0.9583333333333334,2,25,,ventilation space,ventilation space,
Default_2007,TH_EW_timber,exterior_wall,1023,1,3,20,,exterior finish,wood,20x100 boarding estimated
Default_2007,TH_EW_timber,exterior_wall,1024,0.08333333333333333,-1,65,,furring,wood,50x65 k 600
Default_2007,TH_EW_timber,exterior_wall,1025,0.9166666666666666,-1,65,,thermal insulation,mineral wool,
Default_2007,TH_EW_timber,exterior_wall,1026,1,-2,0,,air barrier,polyethylene plastic film,
Default_2007,TH_EW_timber,exterior_wall,1027,1,-3,12,,construction board,chipboard,
Default_2007,TH_EW_timber,exterior_wall,1028,1,-4,0,,interior finish,none,
Default_2007,TH_BF_concrete,base_floor,1029,1,0,100,,thermal insulation,expanded polystyrene,
Default_2007,TH_BF_concrete,base_floor,1030,1,1,0.2,,filter,polyethylene plastic film,
Default_2007,TH_BF_concrete,base_floor,1031,1,2,800,,french drain layer,gravel,
Default_2007,TH_BF_concrete,base_floor,1032,1,3,0,,ground,none,
Default_2007,TH_BF_concrete,base_floor,1033,1,-1,100,,load-bearing structure,reinforced concrete,
Default_2007,TH_BF_concrete,base_floor,1034,1,-2,0,,interior finish,none,
Default_2007,DH_SF_timber,separating_floor,1035,0.8333333333333334,0,100,,load-bearing structure,wood,50x100 k 600 planks estimated
Default_2007,DH_SF_timber,separating_floor,1036,0.16666666666666663,0,100,,soundproofing,mineral wool,
Default_2007,DH_SF_timber,separating_floor,1037,0.8333333333333334,1,100,,load-bearing structure,wood,50x100 k 600 planks estimated
Default_2007,DH_SF_timber,separating_floor,1038,0.16666666666666663,1,100,,ventilation space,ventilation space,
Default_2007,DH_SF_timber,separating_floor,1039,1,2,12,,construction board,plywood,
Default_2007,DH_SF_timber,separating_floor,1040,1,3,0,,exterior finish,none,
Default_2007,DH_SF_timber,separating_floor,1041,1,-1,12,,construction board,plywood,
Default_2007,DH_SF_timber,separating_floor,1042,1,-2,0,,interior finish,none,
Default_2007,DH_R_timber,roof,1043,0.08333333333333333,0,200,,load-bearing structure,wood,50x200 k 600 timber roof truss estimated
Default_2007,DH_R_timber,roof,1044,0.9166666666666666,0,200,,thermal insulation,mineral wool,
Default_2007,DH_R_timber,roof,1045,1,1,100,,windproofing,mineral wool,
Default_2007,DH_R_timber,roof,1046,1,2,100,,ventilation space,ventilation space,
Default_2007,DH_R_timber,roof,1047,0.08333333333333333,3,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
Default_2007,DH_R_timber,roof,1048,0.9166666666666666,3,200,,ventilation space,ventilation space,
Default_2007,DH_R_timber,roof,1049,0.8333333333333334,4,20,,furring,wood,20x100 k 120 estimated
Default_2007,DH_R_timber,roof,1050,0.16666666666666663,4,20,,ventilation space,ventilation space,
Default_2007,DH_R_timber,roof,1051,1,5,0,,exterior finish,none,roofing
Default_2007,DH_R_timber,roof,1052,1,-1,0.2,,air barrier,polyethylene plastic film,
Default_2007,DH_R_timber,roof,1053,0.25,-2,20,,furring,wood,20x100 k 400 estimated
Default_2007,DH_R_timber,roof,1054,0.75,-2,20,,ventilation space,ventilation space,
Default_2007,DH_R_timber,roof,1055,1,-3,0,,interior finish,none,
Default_2007,DH_PW_timber,partition_wall,1056,0.075,0,95,95,load-bearing structure,wood,45x95 k 600
Default_2007,DH_PW_timber,partition_wall,1057,0.925,0,95,95,soundproofing,mineral wool,
Default_2007,DH_PW_timber,partition_wall,1058,1,1,24,,construction board,plasterboard,double construction boards
Default_2007,DH_PW_timber,partition_wall,1059,1,2,0,,exterior finish,none,
Default_2007,DH_PW_timber,partition_wall,1060,1,-1,24,,construction board,plasterboard,double construction boards
Default_2007,DH_PW_timber,partition_wall,1061,1,-2,0,,interior finish,none,
Default_2007,DH_EW_timber,exterior_wall,1062,0.08333333333333333,0,150,150,load-bearing structure,wood,50x150 k 600 estimated
Default_2007,DH_EW_timber,exterior_wall,1063,0.9166666666666666,0,150,150,thermal insulation,mineral wool,
Default_2007,DH_EW_timber,exterior_wall,1064,0.08333333333333333,1,50,,furring,wood,50x50 k 600 estimated
Default_2007,DH_EW_timber,exterior_wall,1065,0.9166666666666666,1,50,,thermal insulation,mineral wool,
Default_2007,DH_EW_timber,exterior_wall,1066,1,2,12,,windproofing,wood fibre board,
Default_2007,DH_EW_timber,exterior_wall,1067,0.20833333333333334,3,19,,furring,wood,19x125 k 600 furring estimated
Default_2007,DH_EW_timber,exterior_wall,1068,0.7916666666666666,3,19,,ventilation space,ventilation space,
Default_2007,DH_EW_timber,exterior_wall,1069,1,4,19,,exterior finish,wood,19x100 boarding
Default_2007,DH_EW_timber,exterior_wall,1070,1,-1,0.2,,air barrier,polyethylene plastic film,
Default_2007,DH_EW_timber,exterior_wall,1071,1,-2,13,,construction board,chipboard,
Default_2007,DH_EW_timber,exterior_wall,1072,1,-3,0,,interior finish,none,
Default_2007,DH_BF_concrete,base_floor,1073,1,0,100,,thermal insulation,expanded polystyrene,
Default_2007,DH_BF_concrete,base_floor,1074,1,1,0.2,,filter,polyethylene plastic film,
Default_2007,DH_BF_concrete,base_floor,1075,1,2,800,,french drain layer,gravel,
Default_2007,DH_BF_concrete,base_floor,1076,1,3,0,,ground,none,
Default_2007,DH_BF_concrete,base_floor,1077,1,-1,50,,load-bearing structure,reinforced concrete,
Default_2007,DH_BF_concrete,base_floor,1078,1,-2,0,,interior finish,none,
Default_2007,AB_SF_concrete_b,separating_floor,1079,1,0,265,,load-bearing structure,hollow-core concrete,
Default_2007,AB_SF_concrete_b,separating_floor,1080,1,1,0,,exterior finish,none,
Default_2007,AB_SF_concrete_b,separating_floor,1081,1,-1,0,,interior finish,none,
Default_2007,AB_SF_concrete,separating_floor,1082,1,0,190,,load-bearing structure,reinforced concrete,
Default_2007,AB_SF_concrete,separating_floor,1083,1,1,0,,exterior finish,none,
Default_2007,AB_SF_concrete,separating_floor,1084,1,-1,0,,interior finish,none,
Default_2007,AB_R_concrete_b,roof,1085,1,0,200,,thermal insulation,mineral wool,
Default_2007,AB_R_concrete_b,roof,1086,0.125,1,200,,roof supports,wood,75x200 k 600 estimated
Default_2007,AB_R_concrete_b,roof,1087,0.875,1,200,,ventilation space,ventilation space,
Default_2007,AB_R_concrete_b,roof,1088,1,2,22,,boarding,wood,
Default_2007,AB_R_concrete_b,roof,1089,1,3,0,,exterior finish,none,
Default_2007,AB_R_concrete_b,roof,1090,1,-1,265,,load-bearing structure,hollow-core concrete,
Default_2007,AB_R_concrete_b,roof,1091,1,-2,0,,interior finish,none,
Default_2007,AB_R_concrete,roof,1092,1,0,200,,thermal insulation,mineral wool,
Default_2007,AB_R_concrete,roof,1093,1,1,100,,ventilation space,ventilation space,
Default_2007,AB_R_concrete,roof,1094,0.125,2,200,,roof supports,wood,75x200 k 600 estimated
Default_2007,AB_R_concrete,roof,1095,0.875,2,200,,ventilation space,ventilation space,
Default_2007,AB_R_concrete,roof,1096,1,3,0.2,,air barrier,polyethylene plastic film,
Default_2007,AB_R_concrete,roof,1097,0.25,4,22,,furring,wood,22x100 k 400 estimated
Default_2007,AB_R_concrete,roof,1098,0.75,4,22,,ventilation space,ventilation space,
Default_2007,AB_R_concrete,roof,1099,1,5,0,,exterior finish,none,
Default_2007,AB_R_concrete,roof,1100,1,-1,190,,load-bearing structure,reinforced concrete,
Default_2007,AB_R_concrete,roof,1101,1,-2,0,,interior finish,none,
Default_2007,AB_PW_concrete,partition_wall,1102,1,0,70,160,load-bearing structure,reinforced concrete,
Default_2007,AB_PW_concrete,partition_wall,1103,1,1,0,,exterior finish,none,
Default_2007,AB_PW_concrete,partition_wall,1104,1,-1,0,,interior finish,none,
Default_2007,AB_EW_concrete,exterior_wall,1105,1,0,140,,thermal insulation,mineral wool,
Default_2007,AB_EW_concrete,exterior_wall,1106,1,1,60,,exterior finish,reinforced concrete,
Default_2007,AB_EW_concrete,exterior_wall,1107,1,-1,70,160,load-bearing structure,reinforced concrete,
Default_2007,AB_EW_concrete,exterior_wall,1108,1,-2,0,,interior finish,none,
Default_2007,AB_BF_concrete_b,base_floor,1109,1,0,75,,thermal insulation,expanded polystyrene,
Default_2007,AB_BF_concrete_b,base_floor,1110,1,1,0.2,,air barrier,polyethylene plastic film,
Default_2007,AB_BF_concrete_b,base_floor,1111,1,2,400,,french drain layer,gravel,
Default_2007,AB_BF_concrete_b,base_floor,1112,1,3,0,,ground,none,
Default_2007,AB_BF_concrete_b,base_floor,1113,1,-1,120,,load-bearing structure,reinforced concrete,
Default_2007,AB_BF_concrete_b,base_floor,1114,1,-2,0,,interior finish,none,
Default_2007,AB_BF_concrete,base_floor,1115,1,0,50,,thermal insulation,expanded polystyrene,
Default_2007,AB_BF_concrete,base_floor,1116,1,1,400,,french drain layer,gravel,
Default_2007,AB_BF_concrete,base_floor,1117,1,2,0,,ground,none,
Default_2007,AB_BF_concrete,base_floor,1118,1,-1,0.2,,filter,polyethylene plastic film,
Default_2007,AB_BF_concrete,base_floor,1119,1,-2,70,,load-bearing structure,reinforced concrete,
Default_2007,AB_BF_concrete,base_floor,1120,1,-3,0,,interior finish,none,
Default_2010,TH_R_timber,roof,1121,0.08333333333333333,0,200,,load-bearing structure,wood,50x200 k 600 timber roof truss estimated
Default_2010,TH_R_timber,roof,1122,0.9166666666666666,0,200,,thermal insulation,mineral wool,
Default_2010,TH_R_timber,roof,1123,1,1,200,,windproofing,mineral wool,
Default_2010,TH_R_timber,roof,1124,1,2,100,,ventilation space,ventilation space,
Default_2010,TH_R_timber,roof,1125,0.08333333333333333,3,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
Default_2010,TH_R_timber,roof,1126,0.9166666666666666,3,200,,ventilation space,ventilation space,
Default_2010,TH_R_timber,roof,1127,1,4,20,,boarding,wood,
Default_2010,TH_R_timber,roof,1128,1,5,0,,exterior finish,none,roofing
Default_2010,TH_R_timber,roof,1129,1,-1,0,,air barrier,paper,
Default_2010,TH_R_timber,roof,1130,0.25,-2,20,,furring,wood,20x100 k 400 estimated
Default_2010,TH_R_timber,roof,1131,0.75,-2,20,,ventilation space,none,
Default_2010,TH_R_timber,roof,1132,1,-3,0,,interior finish,none,
Default_2010,TH_PW_timber,partition_wall,1133,0.08333333333333333,0,70,70,load-bearing structure,wood,50x70 k 600 estimated
Default_2010,TH_PW_timber,partition_wall,1134,0.9166666666666666,0,70,70,soundproofing,mineral wool,
Default_2010,TH_PW_timber,partition_wall,1135,1,1,25,,ventilation space,ventilation space,
Default_2010,TH_PW_timber,partition_wall,1136,0.08333333333333333,2,70,70,load-bearing structure,wood,50x70 k 600 estimated
Default_2010,TH_PW_timber,partition_wall,1137,0.9166666666666666,2,70,70,soundproofing,mineral wool,
Default_2010,TH_PW_timber,partition_wall,1138,1,3,13,,construction board,plasterboard,
Default_2010,TH_PW_timber,partition_wall,1139,1,4,10,,construction board,chipboard,
Default_2010,TH_PW_timber,partition_wall,1140,1,5,0,,exterior finish,none,
Default_2010,TH_PW_timber,partition_wall,1141,1,-1,13,,construction board,plasterboard,
Default_2010,TH_PW_timber,partition_wall,1142,1,-2,10,,construction board,chipboard,
Default_2010,TH_PW_timber,partition_wall,1143,1,-3,0,,interior finish,none,
Default_2010,TH_EW_timber,exterior_wall,1144,0.08333333333333333,0,125,125,load-bearing structure,wood,50x125 k 600
Default_2010,TH_EW_timber,exterior_wall,1145,0.9166666666666666,0,125,125,thermal insulation,mineral wool,
Default_2010,TH_EW_timber,exterior_wall,1146,1,1,12,,windproofing,wood fibre board,
Default_2010,TH_EW_timber,exterior_wall,1147,0.041666666666666664,2,25,,furring,wood,25x25 k 600 furring estimated
Default_2010,TH_EW_timber,exterior_wall,1148,0.9583333333333334,2,25,,ventilation space,ventilation space,
Default_2010,TH_EW_timber,exterior_wall,1149,1,3,20,,exterior finish,wood,20x100 boarding estimated
Default_2010,TH_EW_timber,exterior_wall,1150,0.08333333333333333,-1,100,,furring,wood,50x100 k 600
Default_2010,TH_EW_timber,exterior_wall,1151,0.9166666666666666,-1,100,,thermal insulation,mineral wool,
Default_2010,TH_EW_timber,exterior_wall,1152,1,-2,0,,air barrier,polyethylene plastic film,
Default_2010,TH_EW_timber,exterior_wall,1153,1,-3,12,,construction board,chipboard,
Default_2010,TH_EW_timber,exterior_wall,1154,1,-4,0,,interior finish,none,
Default_2010,TH_BF_concrete,base_floor,1155,1,0,100,,thermal insulation,expanded polystyrene,
Default_2010,TH_BF_concrete,base_floor,1156,1,1,0.2,,filter,polyethylene plastic film,
Default_2010,TH_BF_concrete,base_floor,1157,1,2,800,,french drain layer,gravel,
Default_2010,TH_BF_concrete,base_floor,1158,1,3,0,,ground,none,
Default_2010,TH_BF_concrete,base_floor,1159,1,-1,100,,load-bearing structure,reinforced concrete,
Default_2010,TH_BF_concrete,base_floor,1160,1,-2,0,,interior finish,none,
Default_2010,DH_SF_timber,separating_floor,1161,0.8333333333333334,0,100,,load-bearing structure,wood,50x100 k 600 planks estimated
Default_2010,DH_SF_timber,separating_floor,1162,0.16666666666666663,0,100,,soundproofing,mineral wool,
Default_2010,DH_SF_timber,separating_floor,1163,0.8333333333333334,1,100,,load-bearing structure,wood,50x100 k 600 planks estimated
Default_2010,DH_SF_timber,separating_floor,1164,0.16666666666666663,1,100,,ventilation space,ventilation space,
Default_2010,DH_SF_timber,separating_floor,1165,1,2,12,,construction board,plywood,
Default_2010,DH_SF_timber,separating_floor,1166,1,3,0,,exterior finish,none,
Default_2010,DH_SF_timber,separating_floor,1167,1,-1,12,,construction board,plywood,
Default_2010,DH_SF_timber,separating_floor,1168,1,-2,0,,interior finish,none,
Default_2010,DH_R_timber,roof,1169,0.08333333333333333,0,200,,load-bearing structure,wood,50x200 k 600 timber roof truss estimated
Default_2010,DH_R_timber,roof,1170,0.9166666666666666,0,200,,thermal insulation,mineral wool,
Default_2010,DH_R_timber,roof,1171,1,1,200,,windproofing,mineral wool,
Default_2010,DH_R_timber,roof,1172,1,2,100,,ventilation space,ventilation space,
Default_2010,DH_R_timber,roof,1173,0.08333333333333333,3,200,,roof supports,wood,50x200 k 600 timber roof truss estimated
Default_2010,DH_R_timber,roof,1174,0.9166666666666666,3,200,,ventilation space,ventilation space,
Default_2010,DH_R_timber,roof,1175,0.8333333333333334,4,20,,furring,wood,20x100 k 120 estimated
Default_2010,DH_R_timber,roof,1176,0.16666666666666663,4,20,,ventilation space,ventilation space,
